id,adult,budget,genres,imdb_id,original_language,overview,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,revenue_percentage,directors,year
17466,False,4000000.0,"['action', 'crime', 'drama', 'mystery', 'thriller']",tt0099385,en,"The Canadian policeman Louis Burke is assigned in a jail to investigate in some murders of prisoners and jailors. When in jail, Lois, using his outstandings martial arts is able to save his life and make himself respected in that violent world. At least, helped by two another prisoners, he succeded in finding the truth about the dreadful crimes.",13.90542,"['pathé pictures international', 'cannon group', 'cannon films', 'metro-goldwyn-mayer (mgm)']","['canada', 'united states of america']",16853487.0,93.0,['english'],,Death Warrant,5.4,117.0,4.21337175,['deran sarafian'],1990
17494,False,23000000.0,"['crime', 'thriller']",tt0105699,en,"After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and unofficial patrol, and spends a lot of time discussing the couple's problems with the wife. The husband begins wondering if they're getting too much help.",6.477258,"['20th century fox', 'largo entertainment', 'jvc entertainment networks']","['japan', 'united states of america']",57138719.0,117.0,"['english', 'español']","Desire, passion, lust... It's a deadly game of obsession.",Unlawful Entry,5.8,63.0,2.4842921304347825,['jonathan kaplan'],1992
17532,False,4000000.0,"['thriller', 'crime', 'science fiction', 'mystery']",tt1231277,en,"S. Darko follows Samantha Darko, the younger sister of Donnie, the protagonist of Donnie Darko, and her friend Corey. On their way to California, their car breaks down, forcing them to wait in a small town until it is fixed. While there, Samantha begins to have dreams that warn her of the end of the universe.",7.959965,"['newmarket capital group', 'adam fields productions', 'silver nitrate']",['united states of america'],4100000.0,103.0,['english'],,S. Darko,3.6,124.0,1.025,['chris fisher'],2009
17578,False,130000000.0,"['adventure', 'animation', 'mystery']",tt0983193,en,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",19.201504,"['paramount pictures', 'columbia pictures', 'wingnut films', 'amblin entertainment', 'nickelodeon movies', 'kennedy/marshall company, the', 'hemisphere media capital']","['new zealand', 'united states of america']",371940071.0,107.0,['english'],"This year, discover how far adventure will take you.",The Adventures of Tintin,6.7,2095.0,2.861077469230769,['steven spielberg'],2011
17585,False,7400000.0,"['action', 'adventure', 'thriller', 'crime']",tt0111323,en,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,3.644641,['new line cinema'],['united states of america'],7690013.0,96.0,['english'],The ultimate manhunt.,Surviving the Game,6.1,53.0,1.0391909459459459,['ernest r. dickerson'],1994
17606,False,15000000.0,"['drama', 'thriller', 'mystery', 'romance']",tt0974613,en,"The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life.",4.674662,['rainmark films'],"['united kingdom', 'italy']",1143856.0,90.0,['english'],What If everything you believed was a lie?,The Other Man,5.1,58.0,0.07625706666666666,['richard eyre'],2008
17609,False,11000000.0,"['drama', 'horror', 'thriller']",tt0870984,da,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",7.769607,"['zentropa entertainments', 'det danske filminstitut', 'danmarks radio (dr)', 'filmstiftung nordrhein-westfalen', 'trollhättan film ab', 'memfis film', 'lucky red', 'sveriges television (svt)', 'zweites deutsches fernsehen (zdf)', 'canal+', 'arte', 'film i väst', 'arte france cinéma', 'cnc', 'svenska filminstitutet (sfi)', 'slot machine', 'zentropa international köln', 'nordisk film- & tv-fond', 'the criterion collection', 'zentropa international poland', 'zdf/arte', 'deutsche filmförderfonds (dfff)', 'liberator productions', 'polski instytut sztuki filmowej']","['denmark', 'france', 'germany', 'italy', 'poland', 'sweden']",791867.0,108.0,['english'],"When nature turns evil, true terror awaits.",Antichrist,6.4,687.0,0.07198790909090909,['lars von trier'],2009
17610,False,60000000.0,"['comedy', 'adventure']",tt1045778,en,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",10.087637,"['columbia pictures', 'ocean pictures', 'apatow productions']",['united states of america'],62357900.0,97.0,['english'],Meet your ancestors,Year One,4.6,538.0,1.0392983333333334,['harold ramis'],2009
17680,False,1700000.0,"['comedy', 'drama']",tt1103982,en,"Chelsea is an in-demand call girl whose $2,000 an hour price tag allows her to live in New York's lap of luxury. Besides her beauty and sexual skill, Chelsea offers her clients companionship and conversation, or, as she dubs it, ""the girlfriend experience."" With her successful business and a devoted, live-in boyfriend, Chelsea thinks she has it made... until a new client rocks her world.",6.115299,"['2929 productions', 'magnolia pictures', 'extension 765']",['united states of america'],1007962.0,77.0,"['english', 'français']",See it with someone you ****,The Girlfriend Experience,5.2,83.0,0.5929188235294117,['steven soderbergh'],2009
17689,False,5500000.0,"['drama', 'action', 'crime', 'thriller']",tt0076070,en,Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.,6.389326,"['malpaso productions', 'warner bros.']",['united states of america'],26414658.0,109.0,['english'],Clint Eastwood is the man in the middle of The Gauntlet,The Gauntlet,6.6,121.0,4.802665090909091,['clint eastwood'],1977
17692,False,20500000.0,"['thriller', 'horror']",tt0085750,en,"This third film in the series follows a group of marine biologists attempting to capture a young great white shark that has wandered into Florida's Sea World Park. However, later it is discovered that the shark's 35-foot mother is also a guest at Sea World. What follows is the shark wreaking havoc on the visitors in the park.",16.603041,"['universal pictures', 'alan landsburg productions', 'mca  theatricals']",['united states of america'],87987055.0,99.0,['english'],A deadly new attraction.,Jaws 3-D,4.2,266.0,4.2920514634146345,['joe alves'],1983
17707,False,25000000.0,"['drama', 'thriller']",tt0120620,en,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",6.570918,"['twentieth century fox film corporation', 'fox 2000 pictures', 'adam fields productions', 'two girls productions']",['united states of america'],13000000.0,100.0,"['english', 'ภาษาไทย']","Their graduation present was a trip to paradise, but they never thought they would land in hell.",Brokedown Palace,6.2,115.0,0.52,['jonathan kaplan'],1999
17708,False,11000000.0,"['action', 'comedy', 'crime']",tt0250310,en,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",4.890067,"['robert simonds productions', 'touchstone pictures']",['united states of america'],23978402.0,86.0,"['english', 'español', 'ภาษาไทย', 'tiếng việt']",Undercover and Out The Way!,Corky Romano,4.1,54.0,2.179854727272727,['rob pritts'],2001
17711,False,76000000.0,"['action', 'adventure', 'animation', 'comedy', 'family']",tt0131704,en,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",11.880936,"['universal pictures', 'capella international', 'kc medien ag', 'tribeca productions']","['germany', 'united states of america']",35134820.0,88.0,['pусский'],This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,3.9,89.0,0.46230026315789474,['des mcanuff'],2000
17813,False,30000000.0,"['comedy', 'romance']",tt0318283,en,"Writer Alex Sheldon (Luke Wilson) must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore (Kate Hudson) and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix (Sophie Marceau). But, as Alex falls for Emma, his work takes a different turn.",5.236854,"['epsilon motion pictures', 'franchise pictures', 'escape artists', 'reiner / greisman productions']",['united states of america'],15368897.0,96.0,"['english', 'français']",Is it love... or are they just imagining things?,Alex & Emma,5.0,71.0,0.5122965666666667,['rob reiner'],2003
17820,False,2300000.0,"['music', 'romance']",tt0044030,en,A dashing Mississippi river gambler wins the affections of the daughter of the owner of the Show Boat.,2.01799,['metro-goldwyn-mayer (mgm)'],['united states of america'],11000000.0,107.0,['english'],It's NEW!,Show Boat,6.9,18.0,4.782608695652174,['george sidney'],1951
17834,False,28000000.0,"['adventure', 'comedy', 'family', 'fantasy']",tt0120133,en,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",3.354869,"['universal pictures', 'the bubble factory']",['united states of america'],8345056.0,86.0,['english'],Anabel made a wish. Murray made a mess,A Simple Wish,5.5,46.0,0.2980377142857143,['michael ritchie'],1997
17880,False,14000000.0,"['comedy', 'drama', 'family']",tt0317132,en,"A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",6.067722,['twentieth century fox film corporation'],['united states of america'],32645546.0,106.0,['english'],Discover what happens when you go looking for a miracle and a miracle comes looking for you.,Because of Winn-Dixie,6.1,63.0,2.3318247142857143,['wayne wang'],2005
17917,False,10000000.0,"['drama', 'family', 'music']",tt0063385,en,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",8.630078,"['columbia pictures corporation', 'warwick film productions', 'romulus films']",['united kingdom'],37402877.0,153.0,['english'],Much Much More Than a Musical!,Oliver!,7.0,106.0,3.7402877,['carol reed'],1968
17926,False,9000000.0,"['comedy', 'romance']",tt0434424,en,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,1.494688,"['lakeshore entertainment', 'intermedia films', 'cinerenta medienbeteiligungs kg']",['united states of america'],1046166.0,97.0,['english'],They Know Each Other By Heart.,Undiscovered,4.5,13.0,0.11624066666666667,['meiert avis'],2005
17927,False,20000000.0,['comedy'],tt1083456,en,2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,6.312206,"['screen gems', 'moving pictures, dpi', 'weinstock productions', 'gross entertainment']",['united states of america'],18599102.0,90.0,['english'],2 Guys. 300 Girls. You Do the Math.,Fired Up!,6.0,194.0,0.9299551,['will gluck'],2009
17935,False,25000000.0,"['drama', 'history']",tt1242457,en,"Set in the 16th century, this is a story about Ukraine's Cossack warriors and their campaign to defend their lands from the advancing Polish armies.",7.855489,['central partnership'],['russia'],16815892.0,130.0,"['français', 'pусский']",,Iron & Blood: The Legend of Taras Bulba,5.0,14.0,0.67263568,['vladimir bortko'],2009
17979,False,200000000.0,"['animation', 'drama']",tt1067106,en,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",12.869273,"['walt disney pictures', 'imagemovers']",['united states of america'],325233863.0,96.0,['english'],Season's Greedings,A Christmas Carol,6.6,1137.0,1.626169315,['robert zemeckis'],2009
18009,False,2000000.0,"['comedy', 'horror']",tt0110329,en,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",3.3924,['planet productions'],['united states of america'],2260622.0,85.0,['english'],This time... luck has nothing to do with it.,Leprechaun 2,4.8,51.0,1.130311,['rodman flender'],1994
18032,False,12000000.0,"['adventure', 'fantasy', 'drama', 'science fiction', 'romance', 'family']",tt0396707,en,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.",12.01334,"['south pacific pictures', 'metropolitan filmexport', 'spice factory', 'uk film council', 'the australian film commission', 'forgan-smith entertainment', 'eurofilm stúdió']","['france', 'united kingdom', 'hungary', 'australia', 'united states of america', 'new zealand']",7070330.0,103.0,['english'],A Magical Journey Begins.,The Secret of Moonacre,6.2,112.0,0.5891941666666667,['gábor csupó'],2008
18041,False,14000000.0,"['drama', 'mystery', 'thriller']",tt0176783,en,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation.",8.25719,"['village roadshow pictures', 'npv entertainment', 'warner bros.', 'outlaw productions (i)']",['united states of america'],5108820.0,90.0,"['english', 'italiano']","It can turn you on, or turn on you.",Gossip,5.6,70.0,0.3649157142857143,['davis guggenheim'],2000
18126,False,35000000.0,"['comedy', 'drama', 'family', 'music', 'romance']",tt1114677,en,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",6.332878,"['walt disney pictures', ""it's a laugh productions"", 'millar gough ink']",['united states of america'],155545279.0,102.0,['english'],She has the best of both worlds...now she has to choose just one.,Hannah Montana: The Movie,6.0,465.0,4.444150828571429,['peter chelsom'],2009
18162,False,100000000.0,"['adventure', 'comedy', 'science fiction']",tt0457400,en,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",7.642063,"['universal pictures', 'mosaic media group', 'relativity media', 'sid & marty krofft pictures']",['united states of america'],68688831.0,102.0,['english'],Right place. Wrong time.,Land of the Lost,5.4,387.0,0.68688831,['brad silberling'],2009
18164,False,400000.0,['drama'],tt0417385,en,"Three pre-adolescents with virginal and eager-of-signals naivety, hit headlong against monstrous and inhospitable loneliness, in the incandescent fire among the ashes of their own inocence.",1.829593,['serenade films'],['united states of america'],95687.0,90.0,['english'],Do You Know Who Your Kids Are?,Twelve and Holding,7.0,20.0,0.2392175,['michael cuesta'],2005
18176,False,11500000.0,"['comedy', 'crime', 'mystery', 'thriller']",tt1018818,en,"After the theft of copies of SAT exams from a principal's office, teenage reporter Bobby Funke sets out to unmask the thief. Bobby prints an article fingering Class President Paul Moore as the thief, shredding the youth's reputation. But as Bobby gets to know Paul's girlfriend, Francesca, he comes to realize he was wrong about Paul, so he sets out to unmask the true culprit.",6.67905,"['vertigo entertainment', 'yari film group']",['united states of america'],69564.0,93.0,['english'],"Politics, popularity, paranoia, pharmaceuticals. Are you in?",Assassination of a High School President,6.1,96.0,0.00604904347826087,['brett simon'],2008
18206,False,1000000.0,"['crime', 'drama', 'romance', 'thriller']",tt0472259,en,"The harrowing story of a disturbed young man's attempts to win the affections of an unsuspecting young woman. When Doug first sees Amy, he instantly falls for her and begins to watch her every move, going so far as to set up spy cameras in her apartment. However, as his fascination grows into obsession he's no longer satisfied with just watching.",2.392367,"['the weinstein company', 'pin hole productions llc']",['united states of america'],10018.0,78.0,"['english', 'español']",Anytime. Anywhere. He's watching.,Alone With Her,6.2,20.0,0.010018,['eric nicholas'],2006
18254,False,32000000.0,"['drama', 'history']",tt0082979,en,A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,5.463216,"['barclays mercantile industrial finance', 'jrs productions']",['united states of america'],40382659.0,195.0,"['deutsch', 'suomi', 'français', 'pусский', 'english']",Not since Gone With The Wind has there been a great romantic epic like it!,Reds,7.1,70.0,1.26195809375,['warren beatty'],1981
18320,False,35000000.0,['drama'],tt0962736,en,"From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”",8.437587,['gk films'],"['united kingdom', 'united states of america']",27409889.0,105.0,"['english', 'deutsch']",Love rules all.,The Young Victoria,7.1,330.0,0.7831396857142857,['jean-marc vallée'],2009
18360,False,150000000.0,"['adventure', 'fantasy', 'action', 'comedy', 'family']",tt1078912,en,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",15.417181,"['twentieth century fox film corporation', '1492 pictures', 'dune entertainment', '21 laps entertainment', 'museum canada productions', 'moving picture company (mpc)']","['united states of america', 'canada']",413106170.0,105.0,['english'],When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,2026.0,2.7540411333333332,['shawn levy'],2009
18405,False,15000000.0,"['crime', 'thriller', 'horror', 'drama']",tt0844708,en,"A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge.",13.634766,"['rogue pictures', 'film afrika', 'sean s. cunningham films']",['united states of america'],32721635.0,110.0,['english'],"If someone hurt someone you love, how far would you go to get revenge?",The Last House on the Left,6.2,449.0,2.1814423333333335,['dennis iliadis'],2009
18410,False,18000000.0,['drama'],tt0093793,en,"A young inductee into the military is given the task of looking after some chimpanzees used in the mysterious ""Project X"". Getting to know the chimps fairly well, he begins to suspect there is more to the secret project than he is being told.",10.000775,"['20th century fox', 'amercent films', 'american entertainment partners l.p.', 'parkes/lasker productions']",['united states of america'],18532286.0,108.0,['english'],"When the Air Force assigned Jimmy Garrett to a top secret project, he didn't know what he was in for. Neither did they.",Project X,6.2,77.0,1.0295714444444444,['jonathan kaplan'],1987
18462,False,3000000.0,"['comedy', 'horror', 'science fiction']",tt0087799,en,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.",4.947043,"['thomas coleman and michael rosenblatt productions', 'film development fund', 'atlantic releasing corporation']",['united states of america'],14418922.0,95.0,['english'],They came. They Shopped. They saved the world!,Night of the Comet,6.1,94.0,4.806307333333334,['thom eberhardt'],1984
18475,False,16000000.0,"['comedy', 'drama']",tt0380277,en,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.",1.758079,['cookout productions'],['united states of america'],12.0,97.0,['english'],"This summer, get your grill on!",The Cookout,4.6,10.0,7.5e-07,['lance rivera'],2004
18476,False,20000000.0,"['crime', 'drama', 'horror', 'mystery', 'thriller']",tt0892767,en,A recently widowed detective still grieving over his wife's death discovers a shocking connection between himself and the suspects in a serial killing spree linked to the Four Horsemen of the Apocalypse.,7.455953,"['mandate pictures', 'platinum dunes', 'radar pictures']","['canada', 'united states of america']",1017401.0,90.0,['english'],Four victims. Four painful secrets.,Horsemen,5.5,124.0,0.05087005,['jonas åkerlund'],2009
18487,False,100000000.0,"['thriller', 'drama', 'crime']",tt1111422,en,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",15.09911,"['columbia pictures', 'escape artists', 'scott free productions', 'relativity media', 'metro-goldwyn-mayer (mgm)']",['united states of america'],150166126.0,106.0,['english'],I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,971.0,1.50166126,['tony scott'],2009
18501,False,50000000.0,"['action', 'thriller', 'science fiction']",tt1034032,en,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.",9.730681,"['lakeshore entertainment', 'lionsgate']",['united states of america'],40828540.0,95.0,['english'],"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,778.0,0.8165708,"['brian taylor', 'mark neveldine']",2009
18550,False,25000000.0,"['action', 'comedy', 'thriller']",tt0116320,en,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",3.906949,['metro-goldwyn-mayer (mgm)'],['united states of america'],17193231.0,98.0,['english'],See how they run.,Fled,5.2,49.0,0.68772924,['kevin hooks'],1996
18587,False,4520000.0,"['horror', 'crime', 'thriller', 'drama']",tt0085121,en,"Based on the real-life Richard Speck murders, amoral, nearly psychotic killer Warren Stacey (Gene Davis) is a serial killer who has murdered a number of women; he stabs them while they are naked to minimize leaving any physical evidence. Police detective Leo Kessler (Charles Bronson) is convinced of Stacey’s guilt and, over the objections of his partner, plants evidence to get him behind bars. When Stacey is released on a technicality, he threatens to go after Kessler and his family, leaving Kessler to defend himself against a killer with little help from the police.",3.372304,"['cannon group', 'city films', 'y & m productions']",['united states of america'],7175592.0,101.0,"['english', 'português']",A cop... A killer... A deadline.,10 to Midnight,6.1,37.0,1.5875203539823008,['j. lee thompson'],1983
18615,False,16800000.0,"['drama', 'mystery', 'romance']",tt0422295,en,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",5.108321,"['river road entertainment', 'edward r. pressman film', 'iron film']",['united states of america'],2281089.0,122.0,['english'],A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73.0,0.13577910714285715,['steven shainberg'],2006
18647,False,6000000.0,"['western', 'action']",tt0055257,en,"Running from the law after a bank robbery in Mexico, Dad Longworth finds an opportunity to take the stolen gold and leave his partner Rio to be captured. Years later, Rio escapes from the prison where he has been since, and hunts down Dad for revenge. Dad is now a respectable sheriff in California, and has been living in fear of Rio's return.",6.945886,"['paramount pictures', 'pennebaker productions']",['united states of america'],4300000.0,141.0,"['english', 'español']",,One-Eyed Jacks,6.2,45.0,0.7166666666666667,['marlon brando'],1961
18710,False,970000.0,"['crime', 'drama']",tt0072761,en,The story of the rise and fall of the infamous Chicago gangster Al Capone and the control he exhibited over the city during the prohibition years.,3.669545,['santa fe productions (i)'],['united states of america'],2000000.0,101.0,"['italiano', 'english']",The Man Who Made the Twenties Roar,Capone,6.0,16.0,2.0618556701030926,['steve carver'],1975
18734,False,700000.0,['drama'],tt0242587,en,"In this biting and disturbing coming-of-age tale from writer-director Michael Cuesta, life is bittersweet along the L.I.E., also known as the Long Island Expressway, as suburban teen Howie Blitzer learns all too clearly. In the space of a week, he loses nearly everything and everyone he knows and is left to navigate his adolescence virtually unsupervised.",8.66635,[],['united states of america'],1667192.0,97.0,['english'],"On the Long Island Expressway there are lanes going east, lanes going west, and lanes going straight to hell.",L.I.E.,6.7,31.0,2.3817028571428573,['michael cuesta'],2001
18736,False,17000000.0,"['family', 'comedy']",tt0306841,en,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",6.730857,"['walt disney pictures', 'teen life productions']",['united states of america'],55534455.0,94.0,"['italiano', 'english']",The only risk in taking an adventure is not taking it at all.,The Lizzie McGuire Movie,5.8,292.0,3.2667326470588236,['jim fall'],2003
18764,False,10000000.0,"['comedy', 'action']",tt0105399,cn,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",10.222076,"['golden way films ltd.', 'hong kong film directors guild', 'dimension films (us version)']",['hong kong'],8359717.0,89.0,"['广州话 / 廣州話', '普通话', 'pусский']",Twice the action!,Twin Dragons,6.2,72.0,0.8359717,"['tsui hark', 'ringo lam']",1992
18777,False,15500000.0,"['mystery', 'crime', 'drama', 'thriller']",tt0376196,en,"A district attorney (Ray Liotta) is involved in a 24-hour showdown with a gang leader (LL Cool J) and is, at the same time, being manipulated by an attractive assistant district attorney (Jolene Blalock) and a cryptic stranger.",6.300001,"['sidney kimmel entertainment', 'greenestreet films', 'longfellow pictures', 'bonnie timmermann productions']",['united states of america'],1237615.0,93.0,['english'],The truth is just a trick of light.,Slow Burn,5.5,16.0,0.07984612903225806,['wayne beach'],2005
18823,False,125000000.0,"['adventure', 'fantasy', 'action']",tt0800320,en,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",11.972347,"['the zanuck company', 'legendary pictures', 'thunder road pictures', 'warner bros.', 'moving picture company (mpc)']",['united states of america'],232713139.0,106.0,['english'],Titans will clash.,Clash of the Titans,5.6,2280.0,1.861705112,['louis leterrier'],2010
18882,False,7500000.0,"['action', 'horror', 'science fiction']",tt0290747,en,"Agents of an oil tycoon vanish while exploring a swamp marked for drilling. The local sheriff investigates and faces a Seminole legend come to life: Man-Thing, a shambling swamp-monster whose touch burns those who feel fear.",6.11959,"['lions gate films', 'artisan entertainment', 'marvel enterprises']","['australia', 'united states of america']",143000.0,97.0,['english'],The Nature of Fear,Man-Thing,4.0,38.0,0.019066666666666666,['brett leonard'],2005
18892,False,3000000.0,['comedy'],tt0155776,en,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",7.434797,"['tristar pictures', 'crossroads films', 'kramer-tornell productions']",['united states of america'],3076820.0,87.0,['english'],Suck it and see...,Jawbreaker,5.9,93.0,1.0256066666666668,['darren stein'],1999
18900,False,3500000.0,"['crime', 'drama']",tt0061809,en,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.",8.592792,"['columbia pictures corporation', 'pax enterprises']",['united states of america'],13007551.0,134.0,['english'],,In Cold Blood,7.4,83.0,3.716443142857143,['richard brooks'],1967
