,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
411,A man seeks out his exact look-alike after spotting him in a movie.,Denis Villeneuve,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
412,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,Neill Blomkamp,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
413,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.,Adam McKay,107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.",Ridley Scott,157,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.",Sofia Coppola,123,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Roland Emmerich,158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",David Yates,153,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
418,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",Ben Affleck,120,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
419,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",Dexter Fletcher,106,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Florian Henckel von Donnersmarck,137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
421,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",Nicholas Stoller,111,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",Phillip Noyce,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
423,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,John Hillcoat,115,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Wes Anderson,94,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,Adam Shankman,117,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",Lasse Hallström,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
427,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",Glenn Ficarra,105,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,Brad Bird,111,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
429,Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned ... See full summary »,Jim Mickle,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
430,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Albert Hughes,118,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,Matt Reeves,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
432,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",Ericson Core,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",Jonathan Glazer,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
434,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Francis Lawrence,101,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
435,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,106,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",J.J. Abrams,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
437,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,F. Gary Gray,109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",Pete Docter,96,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",Wes Ball,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
440,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,Todd Haynes,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
441,A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,Paolo Sorrentino,124,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,Oliver Stone,131,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Marc Webb,95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
444,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,Elizabeth Banks,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
445,Two astronauts work together to survive after an accident which leaves them alone in space.,Alfonso Cuarón,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
446,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",Antoine Fuqua,124,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",M. Night Shyamalan,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
449,Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,S. Craig Zahler,132,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,Will Gluck,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
451,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Ridley Scott,150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Neill Blomkamp,120,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,161,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
454,"Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",Biyi Bandele,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",Sean Ellis,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
456,A lawyer finds himself in over his head when he gets involved in drug trafficking.,Ridley Scott,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",Andrey Kravchuk,133,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,A teenage girl is targeted by an online sexual predator.,David Schwimmer,106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,"Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",George Nolfi,103,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",Eli Roth,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",Gareth Edwards,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",Tony Gilroy,135,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
463,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",Ridley Scott,117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",Simon Verhoeven,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Luc Besson,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
466,"The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",Terence Davies,125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",Scott Waugh,132,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,Christopher McQuarrie,130,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
469,"Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.",Steven Brill,108,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,Roman Polanski,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
471,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",Neil Burger,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
472,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Jeff Nichols,112,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
473,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",Mike Birbiglia,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",Tim Burton,108,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
475,A drama inspired by the life of heavyweight boxer Chuck Wepner.,Philippe Falardeau,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",Peyton Reed,106,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
477,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",Jeff Nichols,123,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,Josh Trank,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",Rob Cohen,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
480,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,Joel Edgerton,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
481,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Gary Shore,92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",Ron Howard,122,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",Mike Judge,84,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,Sylvester Stallone,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",Fede Alvarez,91,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
486,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.,Scott Derrickson,110,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
487,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Rich Moore,101,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Rupert Sanders,127,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.",Joe Wright,111,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
490,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Michael Bay,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
491,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",Jason Reitman,96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,Tom Tykwer,98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,Jodie Foster,98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",Nick Cassavetes,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",Kevin Lima,107,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",Nancy Meyers,121,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Jonathan Dayton,101,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",Ben Younger,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
499,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",Louis Leterrier,106,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Craig Gillespie,117,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,Joseph Kosinski,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
502,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,146,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
503,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",Andrew Jarecki,101,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,A kick boxer is out to avenge his brother.,John Stockwell,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",Jake Kasdan,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",Kirk Jones,110,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Bennett Miller,133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",Mark Steven Johnson,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
509,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Angelina Jolie,137,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",Tarsem Singh,110,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
511,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,Danny Boyle,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
512,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",Mark Andrews,93,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,Niels Arden Oplev,152,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
514,A pair of childhood friends and neighbors fall for each other's sons.,Anne Fontaine,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
515,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",Michaël R. Roskam,106,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
516,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",Andy Fickman,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
517,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",Sean Anders,96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,Matt Reeves,116,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
519,A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,Jeff Wadlow,110,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,A new assignment forces a top spy to team up with his football hooligan brother.,Louis Leterrier,83,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Duncan Jones,97,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
522,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",Tom McGrath,95,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",Ruben Fleischer,113,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,Jean-François Richet,88,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",Alessandro Carloni,95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,Zackary Adler,110,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,Seth Gordon,98,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Xavier Dolan,139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",Guillermo del Toro,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",Richard LaGravenese,124,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
531,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,Maren Ade,162,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Peter Jackson,135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
533,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Andrew Dominik,160,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",Joseph Gordon-Levitt,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
535,A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,James Watkins,92,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",Joey Curtis,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",Paco Cabezas,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
